cell,workers,planner,workload,profile,execution_seconds,full_lifecycle_seconds,attempt,oracle_passed,fallback,response_sha256,source_kind,campaign_root,stage,systemds_commit,systemds_jar_sha256,response_path
workers=4|planner=FedAll|workload=kmeans|profile=wan_light,4,FedAll,kmeans,wan_light,194.429211629,222.5428792,1,True,False,2a124d71ea94dd36d103dc090e6c1d551a96c7ef4255b0af0876ebda83c3f967,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/FedAll/cells/065-adfc6453a448/response.json
workers=4|planner=FedAll|workload=kmeans|profile=wan_mid,4,FedAll,kmeans,wan_mid,233.484079943,261.438183715,1,True,False,8f8235b247118d66471ff23f84af11176999cf19587e2feff6bca33c2fec35ec,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/FedAll/cells/066-f4a5c76ca10b/response.json
workers=4|planner=FedAll|workload=pca|profile=lan,4,FedAll,pca,lan,151.90732398,192.255153286,1,True,False,e33964ae7367feba9ced5886ad68dd65ab90c0c08d9742eea195ead78ef66f85,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/FedAll/cells/067-872fa8f8509e/response.json
workers=4|planner=FedAll|workload=pca|profile=wan_light,4,FedAll,pca,wan_light,148.363013304,184.483793054,1,True,False,bdf9ce62297d2e2898791e06c1ffcdfdff9a262a15aaf73758aabf779c5c2656,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/FedAll/cells/068-f7437990a373/response.json
workers=4|planner=FedAll|workload=pca|profile=wan_mid,4,FedAll,pca,wan_mid,157.193348945,197.403878433,1,True,False,c7434758d577ac184b598030804bc2be9d6b016167584205cb58f7204e901309,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/FedAll/cells/069-85785efdacf0/response.json
workers=4|planner=FedAll|workload=lm|profile=lan,4,FedAll,lm,lan,51.618568318,91.667346383,1,True,False,3df8e9e56e5386d6205ce0fb7bcfe1c782de7eff4c4d740b833c1966f7fb28db,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/FedAll/cells/070-82e4be5072ff/response.json
workers=4|planner=FedAll|workload=lm|profile=wan_light,4,FedAll,lm,wan_light,55.132666253,91.206508057,1,True,False,930c70fd2cd1f36f1a5badc2ef709e89cbd720cc56c35a9337d1b3b70ac97087,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/FedAll/cells/071-6823e50c8596/response.json
workers=4|planner=FedAll|workload=lm|profile=wan_mid,4,FedAll,lm,wan_mid,73.883783344,113.944614476,1,True,False,727a08db1fa0a684110fe807deccf3e07374a0babf66b12b6cfb359360b64ebc,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/FedAll/cells/072-8f855354bc8d/response.json
workers=4|planner=FedAll|workload=l2svm|profile=lan,4,FedAll,l2svm,lan,56.00919867,96.171280886,1,True,False,21086302fd505dd9fe4ea41827075a05786332941660bd89e650c50c44e254f5,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/FedAll/cells/073-7f7ca2446896/response.json
workers=4|planner=FedAll|workload=l2svm|profile=wan_light,4,FedAll,l2svm,wan_light,165.525323638,193.414049164,1,True,False,5d697d940f918748ade357df9c7f9d0fb5e5e167f3414249ad3207b9e74499e8,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/FedAll/cells/074-929d29c2c72b/response.json
workers=4|planner=FedAll|workload=l2svm|profile=wan_mid,4,FedAll,l2svm,wan_mid,524.55998818,560.616678091,1,True,False,a5192b19aacd6c2900da878458c79b0638a45b4e35ee2cccd3b182e0ab4c51ff,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/FedAll/cells/075-77de839e68ab/response.json
workers=4|planner=FedAll|workload=logreg|profile=lan,4,FedAll,logreg,lan,37.045809069,77.196262865,1,True,False,3c4800a7ba80e5d42f1ea9a3a84ad8a227ecb07f13c4b0514cf48624c9934897,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/FedAll/cells/076-fa552db89619/response.json
workers=4|planner=FedAll|workload=logreg|profile=wan_light,4,FedAll,logreg,wan_light,74.060607282,114.263671934,1,True,False,ed0ab69c1c5aa12012151edefbae65d11938528064ca07d578221c90df8d4ebc,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/FedAll/cells/077-58b69b2c5e99/response.json
workers=4|planner=FedAll|workload=logreg|profile=wan_mid,4,FedAll,logreg,wan_mid,186.344120116,214.304365306,1,True,False,1d236a333d935e2a5db9160ac3e6492828d64c9bfa814323c1c3186a157e3886,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/FedAll/cells/078-e94d2462919c/response.json
workers=4|planner=FedAll|workload=als|profile=lan,4,FedAll,als,lan,70.801313532,106.834106451,1,True,False,26ee5858055e86fd1aa3eae0de4f8d9bb11261894f18ae668c8c6ad46f51067e,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/FedAll/cells/079-b315c3de312a/response.json
workers=4|planner=FedAll|workload=als|profile=wan_light,4,FedAll,als,wan_light,87.502489948,127.705899051,1,True,False,aee9bfe29e0d139716cfca59f4f8f3afecbf33c8ee8e8c8b043354820e721b1e,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/FedAll/cells/080-f7ac3ea8a6d5/response.json
workers=4|planner=FedAll|workload=als|profile=wan_mid,4,FedAll,als,wan_mid,129.04779215,165.150779445,1,True,False,d48425c1e872a9180125a84406f2437412d774d25681a0c503ebd786fb5df409,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/FedAll/cells/081-d0fc0ba44411/response.json
workers=4|planner=FedAll|workload=steplm|profile=lan,4,FedAll,steplm,lan,65.473475283,105.754668897,1,True,False,a02212a1422ef5ccc6d954900772e02e0cbedb8b0da941822b13522196415240,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/FedAll/cells/082-abad85f807e7/response.json
workers=4|planner=FedAll|workload=steplm|profile=wan_light,4,FedAll,steplm,wan_light,391.398603555,431.65940548,1,True,False,a74ffeb61b3d89a4173bde4580f9faf7ebf44e24adcb25687417ade8c5c20333,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/FedAll/cells/083-08ece85cae18/response.json
workers=4|planner=FedAll|workload=steplm|profile=wan_mid,4,FedAll,steplm,wan_mid,1416.575836512,1456.76542427,1,True,False,eb9de14f7490a51940510d4a5b4748a62ad7658a5c919d43a729028546450519,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/FedAll/cells/084-4aec00484f70/response.json
workers=1|planner=Heuristic|workload=kmeans|profile=lan,1,Heuristic,kmeans,lan,98.108921256,118.593947851,1,True,False,a121b7a0d5389c1aaf3b9a14dad5853bf12db6522a8db24149eed4f46d4ccbec,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/Heuristic/cells/001-bf769ae57f8f/response.json
workers=1|planner=Heuristic|workload=kmeans|profile=wan_light,1,Heuristic,kmeans,wan_light,117.34425006,137.883094223,1,True,False,8a1cbff6695e2fdc843aad58d5e8dc02e74a44d4b6db633494f083037138230b,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/Heuristic/cells/002-26a3d9502ecc/response.json
workers=1|planner=Heuristic|workload=kmeans|profile=wan_mid,1,Heuristic,kmeans,wan_mid,178.125546312,198.650731854,1,True,False,bea4b27a963ec23e9a93fbd14d3098f8fb969d094af7ee32974f469d26a7276e,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/Heuristic/cells/003-7690b4d97b54/response.json
workers=1|planner=Heuristic|workload=pca|profile=lan,1,Heuristic,pca,lan,78.931473059,99.530857947,1,True,False,168975766fd94dd3248673836f9f6153bed2b14ada027202da2bb4f8332aea74,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/Heuristic/cells/004-77902d207cde/response.json
workers=1|planner=Heuristic|workload=pca|profile=wan_light,1,Heuristic,pca,wan_light,78.554609108,99.114253507,1,True,False,5a6224df9bb7e03c050568641ecdbc2d6af9790eb97015b8cd387c76d4e3af25,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/Heuristic/cells/005-eaa4fee4bcd4/response.json
workers=1|planner=Heuristic|workload=pca|profile=wan_mid,1,Heuristic,pca,wan_mid,83.445517758,103.982545182,1,True,False,b886f758745cea98bd2535f676aef64e7bbd860d62dc7fc7184831ca3856dd64,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/Heuristic/cells/006-1f10ba398483/response.json
workers=1|planner=Heuristic|workload=lm|profile=lan,1,Heuristic,lm,lan,144.159755977,164.746455456,1,True,False,09dc8557f6e94e9947f7b2381ff97d5b40532c77219b1365ce67221a2986fd87,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/Heuristic/cells/007-d15ea62f1334/response.json
workers=1|planner=Heuristic|workload=lm|profile=wan_light,1,Heuristic,lm,wan_light,140.987704695,161.459493203,1,True,False,2b49f9055270b1c0f0127b2be9be94ebf699aa30b90b598002694ae0540941fc,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/Heuristic/cells/008-65ab728f5eb7/response.json
workers=1|planner=Heuristic|workload=lm|profile=wan_mid,1,Heuristic,lm,wan_mid,165.032301743,185.636500862,1,True,False,f37fef3d4cfbea76170e6ff6036b3dee1d5fe5376c6ea267c377f81cb3642339,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/Heuristic/cells/009-a3bee2572eba/response.json
workers=1|planner=Heuristic|workload=l2svm|profile=lan,1,Heuristic,l2svm,lan,32.142483245,52.686402179,1,True,False,fa1f30287e583ce94f952d7b24624074783691cddd5dc2fc5f5cf741c6e0a8b9,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/Heuristic/cells/010-10b9a1e4a562/response.json
workers=1|planner=Heuristic|workload=l2svm|profile=wan_light,1,Heuristic,l2svm,wan_light,75.211300671,95.80339844,1,True,False,3d517297408e06744374ddf7dfa0c22ba22658898d60b8f73a6a5e1f21a9e059,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/Heuristic/cells/011-0243cef6d7f1/response.json
workers=1|planner=Heuristic|workload=l2svm|profile=wan_mid,1,Heuristic,l2svm,wan_mid,211.298493219,231.778055363,1,True,False,e1bd623132dbe19bd557aa3c78bbfd0719bc8f63c2b9ab2526dc7223d7825ff4,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/Heuristic/cells/012-16ce6128c1a7/response.json
workers=1|planner=Heuristic|workload=logreg|profile=lan,1,Heuristic,logreg,lan,30.983472232,51.457715652,1,True,False,49a6334fa2b7a4cfffb0a203fc18f3e7927dd50bc50869d48de67a0cef558da0,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/Heuristic/cells/013-4dfeda4d47c8/response.json
workers=1|planner=Heuristic|workload=logreg|profile=wan_light,1,Heuristic,logreg,wan_light,48.764210515,69.257924208,1,True,False,80367fa07aca8e0406f612c2175c118b79657809eae2b7e6e6b3642babd869a1,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/Heuristic/cells/014-fd0a9507273d/response.json
workers=1|planner=Heuristic|workload=logreg|profile=wan_mid,1,Heuristic,logreg,wan_mid,103.72987334,124.20907449,1,True,False,c45c7caba934ed9089cec2023e5748a9b1e7eb8992f7fbc3c6b84c1188110213,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/Heuristic/cells/015-c48be26ccae2/response.json
workers=1|planner=Heuristic|workload=als|profile=lan,1,Heuristic,als,lan,170.743444727,191.312341145,1,True,False,db57c59a637a7890cf9e221eb070650eb4eacd3c7c51df3b61de39ee2da19f89,failed-campaign-success-prefix,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1,/home/mchoi/g007-fedall-als-runtime-refed-stage-056caca-20260801-v1/g007-stage-8a3e65e41136663149dce515d4e31ffc75f986ed1ed241cac3a75b3989cd16b8,056caca33fb4466df0770fd9944e9fa6b433d9ae,6cddc0e300b432ad07ac653bfa282ac9d8d332cef1cd722bd78dd94f43de83cc,/home/mchoi/g007-all-planners-als-runtime-refed-056caca-d60da24-20260801-v1/planners/Heuristic/cells/016-a3178fa5f456/response.json
