cell,workers,planner,workload,profile,execution_seconds,full_lifecycle_seconds,attempt,oracle_passed,fallback,response_sha256,source_kind,campaign_root,stage,systemds_commit,systemds_jar_sha256,response_path
workers=4|planner=DP|workload=l2svm|profile=wan_mid,4,DP,l2svm,wan_mid,53.747681098,89.92423344,1,True,False,fe76014fbfce6a49a98cfe33f3bd1c07d33a54bf1c88028683d76aa74b2c0847,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/DP/cells/075-8b66a13a1f70/response.json
workers=4|planner=DP|workload=logreg|profile=lan,4,DP,logreg,lan,39.304697276,75.307087991,1,True,False,c814b9740dd998516b63fa198fc273e53400b63e33e99809607b78f2fa73cd62,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/DP/cells/076-db6d9cd3b215/response.json
workers=4|planner=DP|workload=logreg|profile=wan_light,4,DP,logreg,wan_light,44.110624983,84.218611638,1,True,False,fb80c1d4bcf396bc2c162c04aab927fd4b8d73359403b668cbaf882210425da0,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/DP/cells/077-f0416edecc5c/response.json
workers=4|planner=DP|workload=logreg|profile=wan_mid,4,DP,logreg,wan_mid,47.214588557,87.290328746,1,True,False,1a3614900e5969b2265e9524602e6003ca9c67d8ccb9f0e210ac9bd2abdc43dc,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/DP/cells/078-57a026860bba/response.json
workers=4|planner=DP|workload=als|profile=lan,4,DP,als,lan,68.988267635,109.131157183,1,True,False,798f1c194a32c82b4a48fc969d9fe644c77e0943e1465db3fa789038ed5c67e6,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/DP/cells/079-995e761abae2/response.json
workers=4|planner=DP|workload=als|profile=wan_light,4,DP,als,wan_light,82.281644742,118.453618556,1,True,False,648d876bb5a3b62f219bb3e25ed17c47108af0e7b3173c4503318136cf705474,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/DP/cells/080-2b971953d186/response.json
workers=4|planner=DP|workload=als|profile=wan_mid,4,DP,als,wan_mid,99.608387122,139.626644917,1,True,False,6ac1f68911224e5f09c63ca6f57241a53f0fcec17afa1247fe9daaab64b57ca8,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/DP/cells/081-030b9a8861f9/response.json
workers=4|planner=DP|workload=steplm|profile=lan,4,DP,steplm,lan,38.872866466,79.086041043,1,True,False,84d0d5dc63fb9426e381a6b12c754f4d74af76b46e54e5cd1a6fe86c1517d9ff,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/DP/cells/082-54d897cbd418/response.json
workers=4|planner=DP|workload=steplm|profile=wan_light,4,DP,steplm,wan_light,38.571683458,74.722082519,1,True,False,2b6c215d00a50d1c29d0873d176103a3c6b502aeab4ce5e5f870097bc0a99ed8,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/DP/cells/083-298d125e3a75/response.json
workers=4|planner=DP|workload=steplm|profile=wan_mid,4,DP,steplm,wan_mid,45.574391229,81.69909392,1,True,False,c60fcbdd03b09dab48af55b44b07c71381d35147033b686791c2c768815aaa5b,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/DP/cells/084-bc6fb9e14d29/response.json
workers=1|planner=FedAll|workload=kmeans|profile=lan,1,FedAll,kmeans,lan,58.38559009,79.037053219,1,True,False,2b9baa7e420c517e23b41cfcdfa8e766d6de67dd73cb60e631221324d54c52fe,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/FedAll/cells/001-4ca6f7687f8b/response.json
workers=1|planner=FedAll|workload=kmeans|profile=wan_light,1,FedAll,kmeans,wan_light,72.206953647,92.773812054,1,True,False,0f7a92026ccb85ae61796138b51233bc498b2f9c8e3078111b91c48db740c764,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/FedAll/cells/002-3754a8cea1b8/response.json
workers=1|planner=FedAll|workload=kmeans|profile=wan_mid,1,FedAll,kmeans,wan_mid,133.070669445,153.602283418,1,True,False,cba7725caa039f042c720216b7f3e26665009ec964eb4b7c53a9a36403e46fc5,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/FedAll/cells/003-a9bde9aa7277/response.json
workers=1|planner=FedAll|workload=pca|profile=lan,1,FedAll,pca,lan,81.122285767,101.647153338,1,True,False,e4155b1b955e16998668dc84558190c51b4ffe7a5e9dddbc7525ad430af71d75,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/FedAll/cells/004-12dd153ec164/response.json
workers=1|planner=FedAll|workload=pca|profile=wan_light,1,FedAll,pca,wan_light,77.282168727,97.844286056,1,True,False,6de50ee77d5f5071a30b8886a151dd04191ced920093996b4df7de24a6cd7948,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/FedAll/cells/005-662c0d8b163e/response.json
workers=1|planner=FedAll|workload=pca|profile=wan_mid,1,FedAll,pca,wan_mid,87.924027269,108.502055657,1,True,False,1d9d7386ff1309f403bb6dabd9cbe4113ad4389c7f890efa806020fc5dd1ed6d,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/FedAll/cells/006-50630d26fbfc/response.json
workers=1|planner=FedAll|workload=lm|profile=lan,1,FedAll,lm,lan,144.490683735,165.047813256,1,True,False,fc8cfd7762f07bc40d746e2151e30a555c0298742a27854f049888b8aa8bab08,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/FedAll/cells/007-e55984cee40c/response.json
workers=1|planner=FedAll|workload=lm|profile=wan_light,1,FedAll,lm,wan_light,136.233742385,156.848633735,1,True,False,d92d2e93a1040c348a12b9bd91dbb3100c6b309460bfd88396a089bdef636138,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/FedAll/cells/008-03707bb93f1d/response.json
workers=1|planner=FedAll|workload=lm|profile=wan_mid,1,FedAll,lm,wan_mid,163.048562156,183.63530547,1,True,False,e7339872744f41b005beed57f6a3770f5d78e4d82a6a706a8ef8aafab26cd83d,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/FedAll/cells/009-3f14a45e1bf2/response.json
workers=1|planner=FedAll|workload=l2svm|profile=lan,1,FedAll,l2svm,lan,31.32598828,51.963893108,1,True,False,a81beea3b23382176d46dee92ebfe6818e54ba60bcc606716b0120fb9fd21211,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/FedAll/cells/010-961399c77827/response.json
workers=1|planner=FedAll|workload=l2svm|profile=wan_light,1,FedAll,l2svm,wan_light,75.311614415,95.874427493,1,True,False,b62466a5ca5bae37626850693ba88de259b07a5394d263240ddac70f6c02c269,historical_campaign,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v3/planners/FedAll/cells/011-b1e5e6cb9802/response.json
workers=1|planner=FedAll|workload=l2svm|profile=wan_mid,1,FedAll,l2svm,wan_mid,211.095322419,231.753597342,1,True,False,38032187fd88112d15f46d36f175629eef96828723413708753b4de7d7a54402,historical_continuation,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6/planners/FedAll/cells/012-b572d6ea5fc3/response.json
workers=1|planner=FedAll|workload=logreg|profile=lan,1,FedAll,logreg,lan,30.609259095,51.075233761,1,True,False,b7f77a1362ca7f462c91cc57139a5105521c3c12a68a8abcf24a28a3cd7c8407,historical_continuation,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6/planners/FedAll/cells/013-540e66a993b3/response.json
workers=1|planner=FedAll|workload=logreg|profile=wan_light,1,FedAll,logreg,wan_light,48.591015651,69.155981505,1,True,False,c449d59590a06ed5651f0e8c3a79a4564e1e8e897d99e7b8e7906463e999f9a2,historical_continuation,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6/planners/FedAll/cells/014-6a95be49c473/response.json
workers=1|planner=FedAll|workload=logreg|profile=wan_mid,1,FedAll,logreg,wan_mid,103.817552286,124.352466889,1,True,False,4bdea7e76d8cd2bbe85c3eb0c622ab111aa990f4571f0771405ea92111dfa01b,historical_continuation,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6/planners/FedAll/cells/015-9735515cee87/response.json
workers=1|planner=FedAll|workload=als|profile=lan,1,FedAll,als,lan,172.016925775,192.540777412,1,True,False,76702a22a0c0e4870c9c656cf993c4e38d63655ff0394133f50a5e4201760b33,historical_continuation,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6/planners/FedAll/cells/016-ce37fc646ad4/response.json
workers=1|planner=FedAll|workload=als|profile=wan_light,1,FedAll,als,wan_light,177.241407189,197.882724217,1,True,False,b3e0c1246960a567460d9be2ded4f036b9415ddeeb56d4d7ce2c08f54fda73cb,historical_continuation,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6/planners/FedAll/cells/017-3290e710cd41/response.json
workers=1|planner=FedAll|workload=als|profile=wan_mid,1,FedAll,als,wan_mid,194.385786047,214.901041906,1,True,False,5600ed2c162c9c010b61a58820f5b52f3c25c1085e5273c52a58f5c0243ad597,historical_continuation,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6/planners/FedAll/cells/018-cffeee290cf5/response.json
workers=1|planner=FedAll|workload=steplm|profile=lan,1,FedAll,steplm,lan,54.785848692,75.35763878,1,True,False,0c7461294a2e7686b8464d852e13bde1c9a5270be926a00ef2dc0ac8323582d6,historical_continuation,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6/planners/FedAll/cells/019-1bdf672e0374/response.json
workers=1|planner=FedAll|workload=steplm|profile=wan_light,1,FedAll,steplm,wan_light,346.933351224,367.432063514,1,True,False,e40bd4fb8f0a8b95f2434d903a6270bc2c0515c1ca19fa49d7c7839adf78993d,historical_continuation,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6/planners/FedAll/cells/020-199284a6648e/response.json
workers=1|planner=FedAll|workload=steplm|profile=wan_mid,1,FedAll,steplm,wan_mid,1257.739908168,1278.303716148,1,True,False,aa2f34143cf03306f2a3e92c4c08605aad793249436743ea7ff9500a7f7b3492,historical_continuation,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6/planners/FedAll/cells/021-1f9437ab7196/response.json
workers=2|planner=FedAll|workload=kmeans|profile=lan,2,FedAll,kmeans,lan,46.41548711,73.800168106,1,True,False,a6166006d5e117337a7ab807238237cfcb5017541386e7b9eaa98c3da38b7033,historical_continuation,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6/planners/FedAll/cells/022-664ab033fd07/response.json
workers=2|planner=FedAll|workload=kmeans|profile=wan_light,2,FedAll,kmeans,wan_light,62.147469644,89.354141469,1,True,False,d1668761f30b4c0b51f6d4f0b4c2e9e02aa8b2c5a335a54268aa89a5d3700824,historical_continuation,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6/planners/FedAll/cells/023-10e911bd8c36/response.json
workers=2|planner=FedAll|workload=kmeans|profile=wan_mid,2,FedAll,kmeans,wan_mid,101.336373553,128.624095626,1,True,False,4c4427ca2b4a9a877cdb9c2e8e9b22162172090299d7099418609d3f0bd991d3,historical_continuation,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6/planners/FedAll/cells/024-bccbf150e671/response.json
workers=2|planner=FedAll|workload=pca|profile=lan,2,FedAll,pca,lan,160.867916612,188.193087336,1,True,False,ba0b514e5cabeb8c3d15551e640569c0dc61500cf01ae063fcc8b73f13cac934,historical_continuation,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6/planners/FedAll/cells/025-048a03b2ea95/response.json
workers=2|planner=FedAll|workload=pca|profile=wan_light,2,FedAll,pca,wan_light,152.552818313,179.849394269,1,True,False,fd865cd66a516fe3d44e0083e285383a85ab221b7cda8c63584808900c52f4ce,historical_continuation,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6/planners/FedAll/cells/026-a08be0b13b44/response.json
workers=2|planner=FedAll|workload=pca|profile=wan_mid,2,FedAll,pca,wan_mid,169.478381315,196.831170153,1,True,False,77e99f1f343f0452b3f93df870f2c982d587e3e0ad9862f4d6002f17fb5c92d9,historical_continuation,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6,/home/mchoi/g007-fedall-l2svm-ternary-stage-705b8db-20260801-v2/g007-stage-0597ebfb0ffa034b659dfa055b9dd64fd5b1c9f671b7d8c6414257bd81b8ba40,705b8dbb62f52bc98ceb4d0fd3a39405f8e581c0,19968f40e8b337eaedf6299c9485a8cce1bdd571620fa07bb6578449ae1353d8,/home/mchoi/g007-all-planners-ternary-705b8db-d60da24-20260801-v6/planners/FedAll/cells/027-51ae1fd73cee/response.json
