# G009 P3 typed direct-delta candidate-affecting branch inventory delta review
# baseline_head	5e14e75862f0d194f4d3b7abcbd4ccfd4d5b53af
# baseline_manifest_source	HEAD:src/test/resources/org/apache/sysds/hops/fedplanner/placement/candidate-affecting-branches.tsv
# baseline_manifest_sha256	4533af7d6ba477bb56832a447a08a017342b63c47fa6238ba202344b084b0638
# final_working_tree_head	5e14e75862f0d194f4d3b7abcbd4ccfd4d5b53af
# final_candidate_affecting_branch_scanner_sha256	4232543c3402a820b1ae0288318abf44709a70b6508be475450224715d6000ab
# final_neutral_placement_graph_builder_sha256	9795ff423591728e7892fb4064fb8ce1d98a60e85536859fac3554edd7ec16c0
# final_candidate_closure_dependencies_sha256	cd65498f6b27aa1b58c7befb101943d876942a1d30bf311f530380048db44b11
# final_neutral_placement_fixed_point_test_sha256	692ee0056918badde5299f10bfc815c5fef679044ef0a538e3d6d5fe4f7e7f31
# final_candidate_closure_dependencies_test_sha256	d3215a4c4c615f383eba5eba3f4ad6ded4e2ee12f415bb0554a171d823660093
# final_manifest_sha256	be659bfb5aee39ac018008b1a2794202ee8cb53fc6d34b85d2a90b8b6245ee5c
# comparison	tracked HEAD manifest versus exact scanner output from final P3 Patch A working tree, including CandidateClosureDependencies.java
# pairing_rule	Pair exact file/kind/method/snippet digest first; then classify identical branch ID/file/kind/method with a changed digest as modified; remaining rows are assigned by owning P3 source, method, and branch kind.
# modified_predicate_policy	P3_DIRECT_DELTA_MODIFIED_PREDICATE requires identical branch identity and a different subtree digest.
# total_removed	40
# total_added	127
# total_delta	167
# count	ADDED	P3_DIRECT_DELTA_METRICS	3
# count	ADDED	P3_DIRECT_DELTA_MODIFIED_PREDICATE	5
# count	ADDED	P3_DIRECT_DELTA_SHADOW	4
# count	ADDED	P3_TYPED_DIRECT_DELTA_SCHEDULING	115
# count	REMOVED	P3_DIRECT_DELTA_MODIFIED_PREDICATE	5
# count	REMOVED	P3_TYPED_DIRECT_DELTA_SCHEDULING	35
#
direction	id	file	line_start	line_end	kind	method	classification	counterpart_id	snippet_sha256
ADDED	BR-dbfa1e795e70511b	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	128	129	SHORT_CIRCUIT	classify	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	815c874098674035355e75f63bdc16ed2f30b9d9f3eb14a944e1d4f15923315f
ADDED	BR-ef24c786b86f5486	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	133	133	RETURN	classify	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	ec20c640dc2e4f695b125f1559cff0d7b75c807a5447583001fbf62bb739c0e3
ADDED	BR-d4564c0c6bbe025c	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	134	135	IF	classify	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	f698854afcd0c2746b9dae50446b6d71040966440b8a08d980a4ea812c7668a9
ADDED	BR-8134f5a388ce4ab8	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	135	135	RETURN	classify	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	f27f91d800bfdd5d56ccdd791d25b9d7f89c071924a616274d2a6dd15a9318d3
ADDED	BR-93a802dff702e4bd	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	136	137	IF	classify	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	9e2b2246219431da63c44af807cae2fb85f3397004b2ad7157b6fabdb832fc57
ADDED	BR-5e61720f765dbdcf	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	137	137	RETURN	classify	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	a495312ed49ab74c5869c5dfb725714b769b5dd8877c8d9ca68d8e5d8b4bf27b
ADDED	BR-c6d3b08d5ff272fd	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	139	139	RETURN	classify	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	99f0bbfad7630d37e9eeae91dcff732ae5db1e8b9fe2c063499e98184f26868c
ADDED	BR-85288d7390d0efab	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	144	152	ENHANCED_FOR	emissionsSubset	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	d0af8cb8d82f241761f52d9f4054663d7f30cfebceaae469ce92a26751a6a9d9
ADDED	BR-2f6e67705915d55e	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	145	148	FILTER	emissionsSubset	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	28c1702303c22a33e63a6a80ba8c9d78913d28d68da156bc66b0eb83c85ca234
ADDED	BR-30ef39ab6ac2e288	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	146	148	SHORT_CIRCUIT	emissionsSubset	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	022c2365227c0d60ac2b22ca3dd4516da6495d257b5b29833fae9a0659c70fcb
ADDED	BR-b9d8d2895b308353	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	146	147	SHORT_CIRCUIT	emissionsSubset	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	57503d81bcc7dee3c88ec991c810e8eb1a78b1c76b0fb1f8e8a2a45fca60ba8f
ADDED	BR-f2303f4c86712c9a	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	150	151	IF	emissionsSubset	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	86bc76fe060bb2b76b73b783e49e3be2cfdd5520569940b9deb4a2bfe414f415
ADDED	BR-38709ad167d0e645	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	150	150	SHORT_CIRCUIT	emissionsSubset	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	d3fcecdf47aaee487efad40020331d892722653e297257f16f24615d003d2500
ADDED	BR-f7f89326a0dee609	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	151	151	RETURN	emissionsSubset	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	dabbdf16b8204c2b7217958e893ae2d600d2f01a226e3e0d8e7d1ef950819832
ADDED	BR-0a39ffe10b78c253	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	153	153	RETURN	emissionsSubset	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	10e0fa08a73f0cd151617165a96e7df8c8d14ecfc63d6f1f343559f16198939f
ADDED	BR-883720c304055f78	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	158	165	ENHANCED_FOR	realizationsSubset	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	069b79bd0a369b08489a10128545b4ca6659fd9f94e81e49e87f4105988b8429
ADDED	BR-84ff4c30b058111c	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	159	160	FILTER	realizationsSubset	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	e991d4aadfe9d5f856322753bc4f39988067d9d38626cdc45924bcef8f08834d
ADDED	BR-50bbdeea5446fc04	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	162	164	IF	realizationsSubset	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	142403b3b932e4739a1a92fbe55bb8240a588ba51f06d261cdd7b74b9901824f
ADDED	BR-57a05e0c90bcd1fc	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	162	163	SHORT_CIRCUIT	realizationsSubset	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	eeddcfd513caf47a9c20a04c7892fe06b0a62a152e9b894c6e6bf5fbe30e5f13
ADDED	BR-2b364fd8b7986c27	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	164	164	RETURN	realizationsSubset	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	dabbdf16b8204c2b7217958e893ae2d600d2f01a226e3e0d8e7d1ef950819832
ADDED	BR-61c501f179ed76a3	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	166	166	RETURN	realizationsSubset	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	10e0fa08a73f0cd151617165a96e7df8c8d14ecfc63d6f1f343559f16198939f
ADDED	BR-c4bfac372e8b2790	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	174	174	RETURN	supportSources	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	513c3377578e549de0a24b451053d03be740933a10b30730000a8cc4a1868a45
ADDED	BR-a605f61f67eb9d19	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	181	182	ENHANCED_FOR	directedDependencies	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	08c751bec4f08115d5199b2f239041190031fa9120ac97d161c0d5c6ec67e613
ADDED	BR-e25ffa78d0d240f2	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	183	185	ENHANCED_FOR	directedDependencies	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	7f0a1dd7a88a5b6d67e9af5eb57b275b50a708ab03894c7268a5f8c819238557
ADDED	BR-7bfafb1996f55c9f	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	184	185	ENHANCED_FOR	directedDependencies	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	507f6a1de246f3f26d655c63d51e0e8653a167dbd7a1892bff93779fd7a1d940
ADDED	BR-d2729357fb336888	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	186	189	ENHANCED_FOR	directedDependencies	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	a59319d5d2402029f9ffcfa7f67e454795c8b7bfc2443291db2327374a12db81
ADDED	BR-fae4b0729673511f	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	187	189	ENHANCED_FOR	directedDependencies	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	80a3c75bd9904f41d119fb3193ca010c9a372c34bce676ef428f3c4da45a71d4
ADDED	BR-299b63cb2e9bcadc	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	188	189	ENHANCED_FOR	directedDependencies	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	5ba578f5832e131efed4915489e7fa6fd7f15e83c90b27947d9964d73899ab30
ADDED	BR-970a7adc1f23e82a	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	190	194	ENHANCED_FOR	directedDependencies	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	c5dbd99d475d4c5cdb5ae231b21f7a45c15bbeb25028f96534162bfc0e6f3397
ADDED	BR-d4eb79631f8560bd	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	192	193	IF	directedDependencies	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	9ea18d992472493762e769f6b2aa797b7da160be47a30da2ca30084401bb85c9
ADDED	BR-b059fbcdf0e2364e	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	196	197	ENHANCED_FOR	directedDependencies	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	142c35252845950475ef9e5466457c3b4909ee4045d64de4e6860f2967dbb48d
ADDED	BR-58731bae3ed9ef89	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	198	198	RETURN	directedDependencies	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	701897d7eeeb2f95142f7f5faa75884cfab9b53316e0dc2ae310dfa5a0a43d22
ADDED	BR-c866813046b8160d	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	204	205	ENHANCED_FOR	aliasIndex	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	617b2174aa317bf4c840a6c7ec2229e0c94c9c15c3d929a5992b4d97fe71cf28
ADDED	BR-41141ee0f7357774	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	205	205	MERGE	aliasIndex	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	7b4fe9c78f7cda1fbbd7f5e6931b7e026301e7d04724eda0a70f3d4036294d7f
ADDED	BR-88810a39311d112b	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	208	213	ENHANCED_FOR	aliasIndex	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	a57d6d35ebc58ddce3a1f7bbc3d26fabb40ac0ac783ece4b99aada30df1eb122
ADDED	BR-79fb18703eb4d1b4	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	211	212	ENHANCED_FOR	aliasIndex	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	f9cbb3ab6ee3f4be8ffaa0cceb7c1791a0b01e5dd72740c283505737a110923b
ADDED	BR-df2f995cdd725de6	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	215	216	RETURN	aliasIndex	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	fe69d52a18a70d7638f0cc1af8c33739b926330e774c6a53f0116fa5aeec5a0b
ADDED	BR-897d5351b79a5cb5	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	222	225	ENHANCED_FOR	unsafeAuthorityOwners	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	d3ced9a99e57b57fc8baf2480faa7b5df623f0cdf2a9a6a1f4345dd77c106985
ADDED	BR-3d5d42295e2c531d	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	223	225	IF	unsafeAuthorityOwners	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	2bde971d2486b22b7b87bb0c7ddd005f5629d9ffde56747c24f151f41b7db2ae
ADDED	BR-236bd139dfd565bb	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	223	224	SHORT_CIRCUIT	unsafeAuthorityOwners	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	56f3ff8223230c58dbce368fc928ea72a9f4381c7c0c7949e6a2ef7e9b93d69a
ADDED	BR-ac436ae8ceb2821a	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	223	223	SHORT_CIRCUIT	unsafeAuthorityOwners	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	5fa5edb764e186290a7a442ee5d7838fd2c650869699eea8d8201fcbfd78d87a
ADDED	BR-8ec1c5733e90a7af	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	227	230	ENHANCED_FOR	unsafeAuthorityOwners	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	7f6b693661bd5dcc8f25c7349e8c107f9d41ffdb0efdab3a48465d7337e9ea6b
ADDED	BR-3738cb8a60c8914f	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	231	231	MERGE	unsafeAuthorityOwners	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	0117f88d7cd09e873e888fa434c114c0247f6b38ae5eef9076c131f9988df262
ADDED	BR-f659157ddc572cec	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	232	235	ENHANCED_FOR	unsafeAuthorityOwners	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	2af26e27f91fe762d473fed7e87098fc186a13b75451c0dc2b26d6b5c116485d
ADDED	BR-edd13e9cb644d9fd	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	233	235	IF	unsafeAuthorityOwners	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	d10383ae6370f567ea8724b3698a4012f546c3c7584d0691835b9f88b3430750
ADDED	BR-c752336a0507f4fd	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	233	234	SHORT_CIRCUIT	unsafeAuthorityOwners	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	356f4a54462ed014e648c185d4425dcc40a15f716770cb0f9d8047bc7929d966
ADDED	BR-2f0a7ca8ab2b467a	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	236	236	RETURN	unsafeAuthorityOwners	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	f601ff301ba5894631a9413368527f283972469c05834c22830d1b4bacc94610
ADDED	BR-2853b8fcb28fd4a7	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	241	242	ENHANCED_FOR	factsByOwner	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	53932e77254e7e52262f3620f233b13011d75d419c36db4a4ccf74e9f86a38c5
ADDED	BR-57d56df02c75a009	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	242	242	MERGE	factsByOwner	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	5878fb2fabba160380a8ebcc2573155b38950737f192d8a579a5f537f420186a
ADDED	BR-1e39059b770c6e58	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	243	243	RETURN	factsByOwner	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	7715f211744d550f2d791ed88c24e0f3dcca68d7524f3b93a064f6b97f3717e4
ADDED	BR-91d963fa167e6c8a	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	249	253	ENHANCED_FOR	undirected	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	6c772ab13c4ae324621c84afece5a9ef06a30add79d7c2efe71d608fdcb2361e
ADDED	BR-399d519de5a50b66	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	250	253	ENHANCED_FOR	undirected	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	e6e41edf86b934708c94e484ed23fd8357e1cc61917d7eca5d6874bf81039e50
ADDED	BR-fa0e152c1885279f	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	254	254	RETURN	undirected	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	882101dd8697a52e0480af0873d4640b6bb8b487665fdc6013a1e87120badb76
ADDED	BR-e6ee90383d7d5258	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	264	265	ENHANCED_FOR	closure	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	f820c58ef72fb21ddf9b6519cc2865116f6b0da53823ffa466b9f8df4bb7aa6a
ADDED	BR-46ad96791b78b694	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	265	265	IF	closure	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	01c2b106858431b01193f94422e5f8d8347c0ab54e31761983d3b32f4752b9c4
ADDED	BR-7c068c749534a2c4	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	266	274	WHILE	closure	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	67c88f5b67dba005ff2fdd87f56ce871a41b9df138b9611ca08b29a201b74d2c
ADDED	BR-96d5a66dc0df71cd	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	268	269	ENHANCED_FOR	closure	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	086440a5ad6278842e8bac1df4da0fd32a5397e61f3ef78a77c723dadeabcb96
ADDED	BR-df6850f9a9c9e53c	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	269	269	IF	closure	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	b5e9b62f57166617d43ac29f8c9bc6dffc2bb36a4106cdec793d88412e31ee33
ADDED	BR-5b8da6f188aa8e4a	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	271	273	IF	closure	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	c4fb12c5941fd4d3e5c17b59996a08d236ac1b47b8b18b0d69578fec9d230286
ADDED	BR-1065be93a58fa36c	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	271	271	SHORT_CIRCUIT	closure	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	ac15e0ea552f2f46989b413056eceeecdca4cda5cf9cf45b283b7ddf27dfc06e
ADDED	BR-43eeac7d3c3d2e7c	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	272	273	ENHANCED_FOR	closure	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	1d85b78815bee00569e294a163ca05838fdb0f6f255c55be3e8588a01169fbb2
ADDED	BR-8fce198cf3f5734a	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	273	273	IF	closure	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	a81793de87768b5810c34486b2bf600b679b72b979413323e6aefb904c3fcd8c
ADDED	BR-c830347cfdce0460	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	275	275	RETURN	closure	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	91a77144d91084154a845b9f8ac37f541b8084082418f9a1e8946879d8f108b0
ADDED	BR-0bbfa239bd04c6f6	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	281	282	ENHANCED_FOR	hasCycle	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	2c62ae8c247d3678330ec4a379262261e0d11dbd4e0187b149686c2214d9c2ae
ADDED	BR-2ad227acab93390b	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	283	286	ENHANCED_FOR	hasCycle	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	3c4bc053e071e23c5fe881dd9efe2d7a152c02bff92909d62df51056eac867c1
ADDED	BR-51515fe2a2ef177f	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	284	286	ENHANCED_FOR	hasCycle	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	259d3438dd3b7669397da02fd35dcf1b96be9f0ede5c034fdb16bce640920ede
ADDED	BR-d012ac07ab679d7d	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	285	286	IF	hasCycle	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	949faffdef8ddca2802a91fb88ac10593835640a83c869a7380303dd71ad437f
ADDED	BR-6292e880b7eb0458	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	288	290	ENHANCED_FOR	hasCycle	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	c5a2518f387b7dcdbee2656ba5fe8a6c2034e553e24248fb39811b4dcc05e561
ADDED	BR-d1c4cdbaafdc6868	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	289	290	IF	hasCycle	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	fa5b87cf17c6b7a79df18d197e4da4d09a549d3294a97f31b4df7f48f27c5146
ADDED	BR-e97c41b3addd8215	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	292	302	WHILE	hasCycle	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	e67a8f824d929aa4550957f2cff0622923687d631bc9c851fd194def7da555cf
ADDED	BR-5a5dcfff0cce6fad	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	295	301	ENHANCED_FOR	hasCycle	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	45a26b42bbbcdb06a2366dd94465b70f31f1ef96f741f6d11922ae735d8b84e4
ADDED	BR-058c8c5a5e026fac	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	296	301	IF	hasCycle	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	5a02838b80c2c2d9204b71515d54852b61cd9c49bc735a321d544a8728b00d52
ADDED	BR-9310aa7519af450b	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	299	300	IF	hasCycle	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	17d47e941e2cba990fa73c3f51144c9b90bd20787b1b63dedba6506c9da18a88
ADDED	BR-fe9a18ef26929426	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	303	303	RETURN	hasCycle	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	1d16f8277eee7000afdcf1b3dcb9284773aca17015003c551d5d16694deaf0f1
ADDED	BR-e365e94d690e8ca9	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	308	308	MERGE	add	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	62be4c8e7c9c8ee8a0717b6780d9005c20fd2dba1b2f7d0752b66e93f493e754
ADDED	BR-49de7e329199bca6	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	312	312	RETURN	identitySet	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	85789f7c22db323ac76c8f1eef78620fb7fcb5a5aaabdd234de25d14e8ff9f20
ADDED	BR-a0f6eaa6f22ac44a	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	317	317	MERGE	immutableIdentitySet	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	2fe7892d006f7a36e7ed0c312e55cda1ee9001a9a43df96909e50acead954a7c
ADDED	BR-06ec58b27362a2db	src/main/java/org/apache/sysds/hops/fedplanner/placement/CandidateClosureDependencies.java	318	318	RETURN	immutableIdentitySet	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	f3c37c8a9185ea2f254f167b2c46d72ea08af056172dc32f390d087c6bcb9a8a
ADDED	BR-e4e76ddde3bb0cef	src/main/java/org/apache/sysds/hops/fedplanner/placement/NeutralPlacementGraphBuilder.java	168	168	TERNARY	<init>	P3_TYPED_DIRECT_DELTA_SCHEDULING	-	69447f0072db1f180a9ce5b1a0a96a4c408093a8fe6f7f9b629ed611e52b4854
ADDED	BR-f713d932d3a6958d	src/main/java/org/apache/sysds/hops/fedplanner/placement/NeutralPlacementGraphBuilder.java	2526	2645	FOR	closeCfgTransientCandidateDependenciesMeasured	P3_DIRECT_DELTA_MODIFIED_PREDICATE	BR-f713d932d3a6958d	434a4fe2c7dff028d8a7b3b5a7a7ddf8841d5a819acab2b085e0ee9630cd83ec
ADDED	BR-f62fa1b66f7b07a6	src/main/java/org/apache/sysds/hops/fedplanner/placement/NeutralPlacementGraphBuilder.java	2545	2564	FOR	closeCfgTransientCandidateDependenciesMeasured	P3_DIRECT_DELTA_MODIFIED_PREDICATE	BR-f62fa1b66f7b07a6	70424f922d97b9475045e116acad032745c7b8c7df3bdd7e04af9e3e4af5dca8
ADDED	BR-c73b1b5d9a469dd3	src/main/java/org/apache/sysds/hops/fedplanner/placement/NeutralPlacementGraphBuilder.java	2551	2553	IF	closeCfgTransientCandidateDependenciesMeasured	P3_DIRECT_DELTA_MODIFIED_PREDICATE	BR-c73b1b5d9a469dd3	4e047c415173d256c7098f127ff77e4fb331c5ca795c7002d64703f22410188e
ADDED	BR-1daece33d058d04d	src/main/java/org/apache/sysds/hops/fedplanner/placement/NeutralPlacementGraphBuilder.java	2605	2627	FOR	closeCfgTransientCandidateDependenciesMeasured	P3_DIRECT_DELTA_MODIFIED_PREDICATE	BR-1daece33d058d04d	6295132d4b3c30f23c5330c7dddf566e676aa70a4fc53559f29e106027399a44
ADDED	BR-c63eb7e2c39b43bd	src/main/java/org/apache/sysds/hops/fedplanner/placement/NeutralPlacementGraphBuilder.java	2612	2614	IF	closeCfgTransientCandidateDependenciesMeasured	P3_DIRECT_DELTA_MODIFIED_PREDICATE	BR-c63eb7e2c39b43bd	5bb57cd820dd0aac4f723719c415d6fd310d9d0468d998acae88acc770fa6c8f
