hop_id,name,op_code,allows_federated,result_ftype,reason_code,input_ftype_pattern,ftype_category,matrix_size
494,final_wcss,UNKNOWN,False,,UNKNOWN_HOP_TYPE,NULL_x6,,1
494,final_wcss,UNKNOWN,False,,DISALLOWED_OP,NULL_x6,,1
498,termination_code,UNKNOWN,False,,UNKNOWN_HOP_TYPE,NULL_x6,,1
498,termination_code,UNKNOWN,False,,DISALLOWED_OP,NULL_x6,,1
502,num_iterations,UNKNOWN,False,,UNKNOWN_HOP_TYPE,NULL_x6,,1
502,num_iterations,UNKNOWN,False,,DISALLOWED_OP,NULL_x6,,1
523,termination_bitmap,UNKNOWN,False,,UNKNOWN_HOP_TYPE,NULL_x6,,3
523,termination_bitmap,UNKNOWN,False,,DISALLOWED_OP,NULL_x6,,3
